age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
25,no,n/a,883,sales,42,1,n/a,781,42,female,32,3,2,sales executive,4,single,6180,22807,1,no,23,2,0,6,5,2,6,1,4,1998,sales executive  -  sales,no
34,no,n/a,304,sales,25,3,other,1000,4,male,60,3,2,sales executive,4,single,6274,18686,1,no,22,3,0,6,5,3,6,1,4,1989,sales executive  -  sales,yes
34,no,n/a,121,research & development,2,4,n/a,804,3,female,86,2,1,research scientist,1,n/a,4381,7530,1,n/a,11,3,0,6,3,3,6,1,3,1989,research scientist  -  research & development,yes
35,no,n/a,950,n/a,7,3,other,1000,3,male,59,3,3,manufacturing director,3,single,6477,18869,3,no,21,2,0,17,3,4,8,1,6,1988,n/a,no
35,no,n/a,1343,n/a,16,1,medical,856,16,female,53,2,1,research scientist,1,n/a,2559,17852,1,n/a,11,4,0,6,3,2,6,1,1,1988,n/a,no
33,no,n/a,827,research & development,1,4,n/a,998,3,female,84,4,2,healthcare representative,2,married,5488,20161,1,yes,13,1,1,11,2,3,6,1,2,1990,healthcare representative  -  research & development,yes
29,no,n/a,1107,n/a,28,4,life sciences,1120,3,female,93,3,1,research scientist,4,divorced,2514,26968,4,no,22,1,1,11,1,3,7,1,7,1994,n/a,no
29,no,travel_frequently,490,research & development,10,3,n/a,1143,4,female,61,3,1,research scientist,2,divorced,6477,17940,0,no,14,4,2,8,2,2,7,1,1,1994,research scientist  -  research & development,yes
34,no,n/a,1400,n/a,9,1,life sciences,1000,2,female,70,3,2,sales executive,3,married,6477,5829,1,n/a,20,1,0,11,3,2,6,1,3,1989,n/a,no
28,no,travel_rarely,1179,n/a,19,4,medical,1000,4,male,78,2,1,laboratory technician,1,married,3196,12449,1,n/a,12,3,3,6,2,3,6,3,3,1995,n/a,no
44,no,n/a,1117,n/a,2,1,life sciences,1000,1,female,72,4,1,research scientist,4,married,6477,19982,1,n/a,13,4,1,10,5,3,10,7,7,1979,n/a,no
31,no,travel_rarely,1332,research & development,11,2,n/a,1251,3,male,80,3,2,healthcare representative,1,married,6477,17089,1,yes,12,4,0,6,2,2,6,0,1,1992,healthcare representative  -  research & development,no
26,no,n/a,583,research & development,4,2,life sciences,1000,3,male,53,3,1,research scientist,4,n/a,6477,9973,1,yes,20,2,0,11,2,2,8,2,2,1997,research scientist  -  research & development,no
47,no,travel_rarely,465,n/a,1,3,n/a,1438,1,male,74,3,1,research scientist,4,n/a,3420,10205,7,no,12,3,1,17,2,2,6,1,2,1976,n/a,yes
37,no,n/a,1413,research & development,5,2,n/a,1000,3,male,84,4,1,laboratory technician,3,single,6477,25470,0,no,14,1,0,7,2,1,6,1,3,1986,laboratory technician  -  research & development,no
32,no,n/a,1200,n/a,1,4,n/a,1574,4,male,0,3,2,research scientist,1,married,4087,25174,4,n/a,14,2,1,9,3,2,6,1,2,1991,n/a,yes
32,no,n/a,977,n/a,2,3,medical,1671,4,male,45,3,2,research scientist,2,divorced,6477,25518,0,no,13,3,2,10,4,2,9,1,6,1991,n/a,yes
33,no,non_travel,530,n/a,16,3,life sciences,1000,3,female,36,3,2,sales executive,4,n/a,5368,16130,1,yes,25,3,1,7,2,3,6,1,2,1990,n/a,no
47,yes,n/a,1093,sales,9,3,n/a,1000,3,male,82,1,4,sales executive,3,married,12936,24164,7,no,11,3,0,25,3,1,23,14,10,1976,sales executive  -  sales,yes
41,yes,n/a,1102,n/a,1,2,n/a,1000,2,female,94,3,2,sales executive,4,n/a,6477,19479,8,yes,11,1,0,8,0,1,6,0,5,1982,n/a,no
35,no,travel_rarely,809,research & development,16,3,medical,1000,1,male,84,4,1,laboratory technician,2,married,6477,16479,0,n/a,13,3,1,6,5,3,5,0,3,1988,laboratory technician  -  research & development,no
29,no,travel_rarely,1328,n/a,2,3,life sciences,94,3,male,76,3,1,research scientist,2,married,6477,4956,0,no,23,4,1,11,3,3,5,0,4,1994,n/a,no
32,no,travel_rarely,548,n/a,1,3,life sciences,1000,2,male,66,3,2,research scientist,2,n/a,6477,7346,1,no,17,2,2,10,3,3,10,0,9,1991,n/a,yes
35,no,travel_rarely,1214,n/a,1,3,medical,1000,2,male,30,2,1,research scientist,3,single,6477,26278,1,no,18,1,0,6,3,3,6,0,4,1988,n/a,no
56,no,n/a,802,n/a,13,3,n/a,112,4,male,0,1,3,manufacturing director,4,n/a,6477,21698,4,no,11,1,0,37,3,2,6,0,2,1967,n/a,yes
28,no,n/a,120,n/a,4,3,medical,129,2,male,43,3,2,sales executive,3,n/a,4221,8863,1,n/a,15,2,0,5,3,4,5,0,4,1995,n/a,yes
25,yes,travel_rarely,240,n/a,5,3,n/a,142,3,male,46,2,2,sales executive,3,single,6477,26959,1,yes,11,4,0,11,1,3,6,0,3,1998,n/a,yes
56,yes,n/a,441,n/a,14,4,life sciences,161,2,female,72,3,1,research scientist,2,n/a,4963,4510,9,n/a,18,1,3,7,2,3,5,4,3,1967,n/a,yes
26,no,n/a,841,research & development,6,3,n/a,164,3,female,46,2,1,research scientist,2,married,6477,23300,1,n/a,19,3,0,5,3,2,5,4,3,1997,research scientist  -  research & development,no
32,yes,n/a,1033,n/a,9,3,medical,190,1,female,41,3,1,laboratory technician,1,n/a,4200,10224,7,no,22,1,0,11,2,4,5,0,4,1991,n/a,no
30,no,travel_rarely,802,n/a,18,3,life sciences,194,1,female,75,3,1,research scientist,3,single,6477,23910,1,no,14,3,0,11,4,2,5,0,4,1993,n/a,yes
50,no,travel_rarely,1452,n/a,11,3,n/a,226,3,female,53,3,5,manager,2,n/a,6477,17053,3,n/a,15,2,0,11,5,3,5,4,4,1973,n/a,no
32,no,n/a,120,n/a,6,5,life sciences,231,3,male,43,3,1,research scientist,3,n/a,6477,12430,3,no,20,1,0,8,2,2,5,1,4,1991,n/a,no
45,no,travel_rarely,1268,n/a,4,2,n/a,240,3,female,30,3,2,sales executive,1,n/a,5006,6319,4,n/a,11,1,1,9,3,4,5,0,3,1978,n/a,no
43,no,n/a,802,n/a,7,3,n/a,262,4,male,37,4,1,research scientist,4,divorced,6477,5228,4,no,14,4,3,7,3,4,5,2,2,1980,n/a,yes
29,yes,n/a,121,n/a,27,3,marketing,283,2,female,35,3,3,sales executive,4,married,7639,24525,1,n/a,22,4,3,10,3,2,10,1,9,1994,n/a,yes
31,no,non_travel,802,research & development,1,4,medical,308,3,male,90,1,2,manufacturing director,3,n/a,6477,4381,0,n/a,12,4,1,6,2,3,5,1,4,1992,manufacturing director  -  research & development,yes
33,yes,n/a,813,n/a,14,3,n/a,325,3,male,58,3,1,laboratory technician,4,married,6477,22149,5,yes,13,3,1,8,2,1,5,0,4,1990,n/a,no
31,yes,n/a,307,n/a,29,2,n/a,355,3,male,71,2,1,laboratory technician,2,n/a,6477,11652,0,no,11,2,0,11,2,4,5,1,4,1992,n/a,yes
37,no,n/a,228,n/a,6,4,n/a,378,3,male,0,3,2,sales executive,4,n/a,6502,22825,4,no,14,2,1,11,5,4,5,0,1,1986,n/a,yes
50,no,n/a,797,research & development,4,1,n/a,1000,1,male,96,3,5,research director,2,divorced,6477,15815,3,no,14,1,2,28,4,2,10,1,6,1973,research director  -  research & development,no
42,no,travel_frequently,555,n/a,26,3,n/a,1000,3,female,77,3,4,sales executive,2,married,13525,14864,5,n/a,14,4,1,11,2,2,20,4,8,1981,n/a,yes
27,no,n/a,1377,n/a,2,3,n/a,1000,4,male,74,3,2,sales executive,3,n/a,6477,5242,1,yes,11,1,0,5,3,3,5,0,4,1996,n/a,yes
27,no,non_travel,210,n/a,1,1,marketing,449,3,male,73,3,2,sales executive,2,n/a,6349,22107,0,yes,13,4,1,11,0,2,5,1,4,1996,n/a,yes
41,no,travel_rarely,483,n/a,6,3,n/a,466,4,male,0,2,2,manufacturing director,2,single,6477,10110,6,yes,15,4,0,11,3,3,5,1,2,1982,n/a,yes
37,no,travel_rarely,921,n/a,10,3,medical,486,3,female,98,3,1,laboratory technician,1,n/a,6477,17663,6,no,20,2,1,11,3,3,5,0,3,1986,n/a,yes
40,yes,n/a,575,n/a,22,2,n/a,492,22,male,68,2,2,sales executive,3,n/a,6380,6110,2,yes,12,1,2,8,6,3,6,1,0,1983,n/a,yes
55,no,n/a,1311,n/a,2,3,n/a,505,3,female,97,3,4,manager,4,single,6477,23258,2,yes,13,3,0,11,2,3,5,1,2,1968,n/a,no
26,yes,travel_frequently,575,n/a,3,1,n/a,510,3,male,73,3,1,research scientist,1,n/a,3102,6582,0,n/a,22,3,0,11,2,3,6,0,4,1997,n/a,yes
40,no,travel_rarely,759,n/a,2,2,marketing,1000,4,female,46,3,2,sales executive,2,divorced,6477,22553,7,n/a,12,3,2,11,5,3,5,1,3,1983,n/a,yes
25,no,n/a,891,sales,4,2,n/a,527,2,female,99,2,2,sales executive,4,single,6477,12090,1,yes,11,2,0,5,3,3,5,1,3,1998,sales executive  -  sales,no
30,no,n/a,1082,n/a,12,3,n/a,1000,2,female,83,3,2,sales executive,3,single,6477,19558,0,no,11,2,0,11,6,3,5,4,4,1993,n/a,yes
52,no,travel_rarely,319,n/a,32,3,n/a,1000,4,male,0,2,3,manufacturing director,3,married,6477,19609,2,n/a,14,3,0,11,4,3,5,0,4,1971,n/a,no
42,no,travel_frequently,532,n/a,12,2,n/a,547,1,female,92,3,2,research scientist,3,n/a,4556,12932,2,no,11,2,1,19,3,3,5,0,2,1981,n/a,no
30,no,travel_rarely,317,n/a,2,3,life sciences,548,3,female,43,1,2,manufacturing director,4,n/a,6477,24793,2,no,20,3,0,11,2,3,5,0,2,1993,n/a,yes
35,no,travel_rarely,144,n/a,22,3,life sciences,577,4,male,46,1,1,laboratory technician,3,single,4230,19225,0,no,15,3,0,11,2,3,5,4,3,1988,n/a,no
31,no,travel_rarely,688,n/a,7,3,n/a,1000,3,male,44,2,3,manager,4,divorced,6477,25291,9,n/a,21,3,1,10,3,2,5,0,1,1992,n/a,yes
35,no,travel_rarely,195,sales,1,3,n/a,1000,1,female,80,3,2,sales executive,3,single,4859,6698,1,n/a,16,4,0,5,3,3,5,0,3,1988,sales executive  -  sales,yes
25,no,n/a,622,n/a,13,1,n/a,1000,2,male,40,3,1,sales representative,3,n/a,6477,26376,1,n/a,11,3,0,7,1,3,7,0,6,1998,n/a,yes
32,no,travel_rarely,646,n/a,9,4,n/a,679,1,female,92,3,2,research scientist,4,married,6322,18089,1,n/a,12,4,1,6,2,2,6,0,5,1991,n/a,no
47,yes,n/a,719,n/a,27,2,life sciences,785,2,female,77,4,2,sales executive,3,n/a,6477,10339,4,yes,12,4,0,8,2,3,5,1,3,1976,n/a,no
30,no,travel_frequently,1012,n/a,5,4,life sciences,861,2,male,0,2,1,research scientist,4,divorced,6477,2373,9,no,12,2,1,10,3,2,5,0,3,1993,n/a,yes
45,no,n/a,930,n/a,9,3,marketing,864,4,male,74,3,3,sales executive,1,divorced,10761,19239,4,yes,12,3,1,18,2,3,5,0,2,1978,n/a,no
36,no,travel_rarely,1278,n/a,8,3,life sciences,878,1,male,77,2,1,human resources,1,n/a,6477,8635,0,n/a,21,3,0,11,3,3,5,0,3,1987,n/a,yes
31,no,n/a,1222,n/a,11,4,n/a,895,4,male,48,3,1,research scientist,4,n/a,6477,14871,3,n/a,19,2,1,11,2,3,6,0,2,1992,n/a,yes
37,no,travel_frequently,1231,n/a,21,2,medical,900,3,female,54,3,1,sales representative,4,married,2973,21222,5,n/a,15,2,1,11,3,3,5,0,0,1986,n/a,no
39,no,travel_rarely,1383,n/a,2,3,life sciences,1000,4,female,42,2,2,human resources,4,n/a,5204,7790,8,no,11,3,2,13,2,3,5,0,4,1984,n/a,no
42,no,n/a,462,n/a,14,2,n/a,936,3,female,68,2,2,sales executive,3,n/a,6477,7824,7,n/a,17,1,0,11,6,3,5,0,3,1981,n/a,yes
30,no,travel_rarely,231,n/a,8,2,n/a,1000,3,male,62,3,3,sales executive,3,n/a,6477,9977,5,no,11,1,1,11,2,4,8,7,7,1993,n/a,no
50,no,n/a,802,n/a,1,2,medical,997,4,male,66,3,4,research director,4,divorced,17399,6615,9,no,22,3,1,32,1,2,5,1,3,1973,n/a,yes
59,no,travel_rarely,1089,sales,1,2,n/a,1048,2,male,66,3,3,manager,4,n/a,6477,11038,3,yes,14,3,1,14,1,1,6,0,4,1964,manager  -  sales,yes
54,no,n/a,1082,n/a,2,4,life sciences,1000,3,female,41,2,3,sales executive,3,married,6477,8392,6,no,11,2,1,13,4,3,9,7,0,1969,n/a,yes
56,no,n/a,1240,n/a,9,3,medical,1071,1,female,63,3,1,research scientist,3,married,6477,12154,2,no,19,2,1,18,4,3,5,0,3,1967,n/a,no
48,no,n/a,1262,n/a,1,4,n/a,1116,1,male,35,4,4,manager,4,single,16885,16154,2,no,22,3,0,11,3,2,5,2,1,1975,n/a,yes
39,no,n/a,439,research & development,9,3,life sciences,1132,3,male,70,3,2,laboratory technician,2,single,6477,8770,9,no,15,3,0,9,2,2,5,0,3,1984,laboratory technician  -  research & development,no
35,no,travel_rarely,528,n/a,8,4,technical degree,1000,3,male,100,3,1,human resources,3,n/a,4323,7108,1,no,17,2,0,6,2,1,5,1,4,1988,n/a,yes
42,no,travel_rarely,647,sales,4,4,marketing,1171,2,male,45,3,2,sales executive,1,single,5155,2253,7,no,13,4,0,11,3,2,6,1,5,1981,sales executive  -  sales,no
44,yes,n/a,1097,n/a,10,4,n/a,1200,3,male,96,3,1,research scientist,3,single,2936,10826,1,yes,11,3,0,6,4,3,6,0,2,1979,n/a,no
29,no,travel_rarely,942,n/a,15,1,n/a,1202,2,female,69,1,1,research scientist,4,married,6477,26933,0,yes,18,1,1,6,2,2,5,1,3,1994,n/a,no
33,no,n/a,147,n/a,2,3,human resources,1000,2,male,99,3,1,human resources,3,n/a,6477,8429,1,no,13,4,1,5,2,3,5,1,4,1990,n/a,yes
54,no,travel_frequently,966,n/a,1,4,n/a,1245,4,female,53,3,3,manufacturing director,3,n/a,6477,9659,7,no,17,1,1,33,2,1,5,1,4,1969,n/a,no
46,no,n/a,168,sales,4,2,n/a,1280,4,female,33,2,5,manager,2,married,18789,9946,2,n/a,14,3,1,11,2,3,11,0,8,1977,manager  -  sales,yes
30,no,non_travel,802,n/a,9,2,medical,1000,3,female,72,3,2,manufacturing director,3,single,6477,12858,7,yes,18,3,0,10,3,3,8,1,7,1993,n/a,yes
32,yes,travel_rarely,1089,n/a,7,2,life sciences,1309,4,male,79,3,2,laboratory technician,3,n/a,4883,22845,1,n/a,18,1,1,11,3,3,10,1,1,1991,n/a,yes
40,yes,n/a,299,n/a,25,4,n/a,1000,4,male,57,2,3,sales executive,2,single,6477,17235,2,yes,12,3,0,9,2,3,5,1,0,1983,n/a,yes
34,no,non_travel,999,n/a,26,1,n/a,1374,1,female,92,2,1,research scientist,3,divorced,2029,15891,1,no,20,3,3,5,2,3,5,0,0,1989,n/a,yes
39,no,travel_rarely,1498,sales,21,4,n/a,1390,1,male,44,2,2,sales executive,4,married,6477,3567,3,n/a,12,4,2,8,2,4,5,1,4,1984,sales executive  -  sales,no
37,no,n/a,1439,n/a,4,1,n/a,1000,3,male,54,3,1,research scientist,3,married,2996,5182,7,yes,15,4,0,8,2,3,6,1,3,1986,n/a,no
33,no,n/a,1111,sales,41,1,life sciences,1395,41,male,61,3,2,sales executive,4,married,6477,19293,6,n/a,13,1,0,8,2,4,5,1,2,1990,sales executive  -  sales,yes
39,no,non_travel,1485,research & development,25,2,n/a,1397,3,male,71,3,3,healthcare representative,3,n/a,6477,3449,3,no,21,2,1,13,2,3,6,0,5,1984,healthcare representative  -  research & development,no
52,no,travel_rarely,258,n/a,8,4,other,1409,3,female,54,3,1,laboratory technician,1,married,6477,17363,9,no,13,3,0,12,2,1,5,0,4,1971,n/a,yes
36,no,n/a,1174,n/a,3,4,n/a,1425,1,female,99,3,2,sales executive,2,single,9278,20763,3,yes,16,4,0,15,3,3,5,0,1,1987,n/a,yes
36,no,n/a,172,n/a,47,4,life sciences,1435,47,male,0,2,2,laboratory technician,4,single,6477,22604,1,n/a,16,3,0,10,2,2,10,1,8,1987,n/a,yes
24,no,travel_rarely,802,n/a,4,1,n/a,1445,4,female,42,3,2,sales executive,3,married,4162,15211,1,yes,12,3,2,11,3,3,5,0,3,1999,n/a,yes
34,no,travel_rarely,401,n/a,1,3,life sciences,1000,4,female,86,2,1,laboratory technician,2,n/a,6477,3708,5,no,17,1,1,7,2,2,5,0,2,1989,n/a,no
28,no,n/a,866,sales,5,3,n/a,1469,4,male,0,3,2,sales executive,1,single,6477,23490,0,n/a,18,4,0,11,4,3,5,1,3,1995,sales executive  -  sales,yes
33,no,travel_rarely,1099,research & development,4,4,medical,1000,1,female,82,2,1,laboratory technician,2,n/a,6477,8192,8,no,11,4,0,8,5,3,5,0,2,1990,laboratory technician  -  research & development,yes
47,no,travel_rarely,571,n/a,14,3,medical,1503,3,female,0,3,2,sales executive,3,married,6477,24200,3,n/a,17,3,1,11,4,2,5,1,2,1976,n/a,yes
40,yes,n/a,676,n/a,9,4,life sciences,1534,4,male,86,3,1,laboratory technician,1,single,6477,21831,3,n/a,14,2,0,15,3,1,5,1,0,1983,n/a,no
45,no,travel_rarely,950,n/a,49,3,technical degree,1546,49,male,97,3,1,research scientist,4,married,6477,4585,4,no,20,4,1,11,3,3,5,0,3,1978,n/a,yes
40,no,travel_rarely,1342,n/a,9,2,n/a,1548,1,male,47,3,2,sales executive,1,n/a,6477,19345,0,n/a,12,4,0,11,5,4,8,7,1,1983,n/a,yes
29,no,n/a,995,n/a,2,1,life sciences,1000,1,male,87,3,2,healthcare representative,4,n/a,8853,24483,1,n/a,19,4,1,6,0,4,6,1,3,1994,n/a,yes
40,no,n/a,118,n/a,14,2,life sciences,1598,4,female,84,3,2,sales executive,1,married,6477,11262,1,no,15,3,1,5,2,3,5,1,2,1983,n/a,yes
43,no,n/a,990,n/a,27,3,n/a,1599,4,male,87,4,1,laboratory technician,2,divorced,4876,5855,5,n/a,12,3,1,11,0,2,6,0,2,1980,n/a,no
30,no,n/a,241,n/a,7,3,n/a,1609,2,male,48,2,1,research scientist,2,n/a,2141,5348,1,no,12,2,1,6,3,2,6,1,1,1993,n/a,yes
38,no,n/a,802,research & development,2,2,n/a,1638,4,female,54,2,3,manufacturing director,3,n/a,7756,14199,3,n/a,19,4,1,10,6,4,5,0,2,1985,manufacturing director  -  research & development,yes
37,no,travel_rarely,1470,research & development,10,3,n/a,1640,2,female,71,3,1,research scientist,2,married,3936,9953,1,n/a,11,1,1,8,2,1,8,7,7,1986,research scientist  -  research & development,no
39,no,travel_rarely,492,n/a,12,3,medical,1000,4,male,66,3,2,manufacturing director,2,n/a,6477,7693,4,no,21,3,0,11,3,3,5,1,0,1984,n/a,yes
36,no,travel_rarely,1040,research & development,11,2,life sciences,1664,11,male,79,4,2,healthcare representative,1,divorced,6842,26308,6,no,20,1,1,13,3,3,5,0,4,1987,healthcare representative  -  research & development,yes
23,yes,travel_rarely,1320,n/a,8,1,medical,1684,4,male,93,2,1,laboratory technician,3,single,3989,20586,1,n/a,11,1,0,5,2,3,5,1,2,2000,n/a,yes
35,no,n/a,146,n/a,2,4,n/a,1704,1,male,79,2,1,research scientist,4,n/a,4930,13970,0,yes,14,3,0,6,2,4,5,1,4,1988,n/a,yes
31,no,travel_frequently,163,n/a,24,1,technical degree,1736,4,female,30,3,2,manufacturing director,4,single,6477,6670,2,n/a,20,4,0,9,3,2,5,1,4,1992,n/a,yes
38,no,travel_rarely,1153,research & development,6,2,other,1782,4,female,40,2,1,laboratory technician,3,married,3702,16376,1,no,11,2,1,5,3,3,5,0,4,1985,laboratory technician  -  research & development,yes
35,no,n/a,185,n/a,23,4,medical,1826,2,male,91,1,1,laboratory technician,3,married,2705,9696,0,n/a,16,2,1,6,2,4,5,0,3,1988,n/a,yes
40,no,n/a,750,n/a,12,3,n/a,1000,2,female,47,3,2,healthcare representative,1,n/a,4448,10748,2,n/a,12,2,1,15,3,3,7,7,7,1983,n/a,yes
27,no,travel_frequently,1297,research & development,48,2,n/a,1850,48,female,0,3,1,laboratory technician,4,single,2379,19826,0,yes,14,3,0,6,3,2,5,0,2,1996,laboratory technician  -  research & development,yes
41,no,n/a,337,n/a,8,3,n/a,1909,3,female,54,3,2,sales executive,2,n/a,6477,26841,5,no,21,3,1,14,3,3,5,1,4,1982,n/a,yes
33,no,travel_rarely,217,n/a,15,4,marketing,1924,2,male,43,3,2,sales executive,3,single,5487,10410,1,no,14,2,0,11,2,2,10,0,9,1990,n/a,no
49,no,n/a,1064,n/a,2,1,life sciences,1941,2,male,42,3,5,research director,4,married,6477,13738,3,no,15,4,0,28,3,3,5,4,3,1974,n/a,no
36,no,non_travel,1351,n/a,9,4,n/a,1949,1,male,66,4,1,laboratory technician,2,n/a,2810,9238,1,no,22,2,0,5,3,3,5,0,2,1987,n/a,yes
41,no,n/a,930,n/a,3,3,life sciences,1000,3,male,57,2,2,sales executive,2,divorced,8938,12227,2,n/a,11,3,1,14,5,3,5,0,4,1982,n/a,no
29,no,n/a,468,n/a,41,4,medical,1000,41,female,73,2,1,research scientist,1,single,6477,8489,1,no,14,2,0,5,3,1,5,0,4,1994,n/a,yes
31,no,non_travel,802,n/a,5,3,medical,1000,2,male,74,3,2,manufacturing director,1,n/a,9936,3787,0,no,19,2,0,10,2,3,9,1,7,1992,n/a,yes
36,yes,travel_rarely,1218,n/a,9,4,life sciences,27,3,male,82,2,1,sales representative,1,single,6477,6986,7,no,23,2,0,11,4,2,5,0,3,1987,n/a,no
43,no,travel_rarely,1273,n/a,2,2,medical,46,4,female,72,4,1,research scientist,3,n/a,6477,21923,1,no,12,4,2,6,3,2,5,1,4,1980,n/a,no
33,no,travel_frequently,1141,n/a,18,3,life sciences,52,18,female,42,4,2,sales executive,1,married,6477,3193,2,no,19,1,2,11,3,3,5,1,3,1990,n/a,no
44,no,n/a,1488,sales,1,5,marketing,68,2,female,75,3,2,sales executive,1,n/a,5454,4009,5,n/a,21,3,1,9,2,2,4,1,3,1979,sales executive  -  sales,no
38,no,n/a,653,n/a,29,5,life sciences,79,4,female,50,3,2,laboratory technician,4,single,6477,5456,1,no,11,4,0,10,2,3,10,9,9,1985,n/a,yes
50,no,n/a,989,n/a,7,2,medical,80,2,female,43,2,5,research director,3,divorced,18740,16701,5,n/a,12,4,1,11,2,2,27,13,8,1973,n/a,no
59,no,travel_frequently,1225,n/a,1,1,n/a,91,1,female,57,2,2,sales executive,3,single,5473,24668,7,no,11,4,0,20,2,2,4,1,3,1964,n/a,no
40,no,travel_frequently,530,n/a,1,4,life sciences,119,3,male,78,2,4,healthcare representative,2,married,13503,14115,1,no,22,4,1,22,3,2,22,11,11,1983,n/a,no
54,no,travel_rarely,1217,n/a,2,4,technical degree,126,1,female,60,3,3,research director,3,n/a,13549,24001,9,no,12,1,1,16,5,1,4,0,3,1969,n/a,no
50,no,n/a,802,n/a,47,3,n/a,1000,1,female,73,3,5,research director,2,n/a,18172,9755,3,yes,19,1,0,28,1,2,8,0,7,1973,n/a,yes
54,no,non_travel,142,n/a,26,3,n/a,148,4,female,0,4,4,manager,4,single,6477,13871,2,n/a,12,3,0,11,3,3,5,4,4,1969,n/a,yes
24,no,n/a,1127,n/a,18,1,life sciences,150,2,male,52,3,1,laboratory technician,3,married,2774,13257,0,no,12,3,1,11,2,3,5,1,2,1999,n/a,yes
37,no,travel_rarely,1189,n/a,3,3,life sciences,1000,3,male,87,3,3,sales executive,4,n/a,6477,14506,2,no,12,1,0,11,3,3,5,1,3,1986,n/a,yes
30,no,travel_rarely,1427,n/a,2,1,n/a,198,2,male,35,2,1,laboratory technician,4,single,6477,11162,0,no,13,4,0,6,3,3,5,1,2,1993,n/a,yes
34,no,travel_frequently,303,n/a,10,4,n/a,216,10,female,75,3,1,sales representative,3,n/a,6477,11314,6,no,18,4,1,11,3,3,4,1,2,1989,n/a,no
57,no,travel_rarely,334,research & development,24,2,n/a,1000,3,male,83,4,3,healthcare representative,4,divorced,9439,23402,3,n/a,16,2,1,12,2,1,5,1,4,1966,healthcare representative  -  research & development,yes
38,no,travel_rarely,702,n/a,1,4,life sciences,230,1,female,0,2,2,sales executive,4,single,6477,12930,4,n/a,22,3,0,12,2,4,8,0,7,1985,n/a,no
41,yes,travel_rarely,802,n/a,20,2,marketing,1000,2,female,70,3,1,sales representative,2,n/a,6477,21728,1,yes,22,4,0,4,5,2,4,0,2,1982,n/a,yes
42,no,n/a,926,n/a,21,2,n/a,270,3,female,36,3,2,manufacturing director,3,divorced,5265,16439,2,n/a,16,2,1,11,5,3,5,0,2,1981,n/a,no
34,no,n/a,878,n/a,10,4,n/a,277,4,male,43,3,1,research scientist,3,divorced,3815,5972,1,yes,17,4,1,11,4,4,5,2,0,1989,n/a,yes
30,yes,n/a,334,n/a,26,4,n/a,299,3,female,52,2,2,sales executive,1,n/a,6477,22967,5,n/a,15,3,0,9,5,2,6,0,1,1993,n/a,yes
29,yes,travel_rarely,896,n/a,13,1,medical,315,13,male,86,2,1,research scientist,4,single,2389,14961,1,n/a,13,3,0,4,3,2,4,0,1,1994,n/a,yes
32,no,n/a,1401,n/a,4,2,n/a,330,3,female,56,3,1,sales representative,2,married,6477,20990,2,no,11,1,1,11,5,3,4,1,2,1991,n/a,no
25,no,n/a,675,n/a,5,2,life sciences,369,2,male,85,4,2,healthcare representative,1,n/a,4000,18384,1,no,12,4,2,6,2,3,6,1,5,1998,n/a,yes
53,no,n/a,1070,n/a,3,4,n/a,386,3,male,45,3,4,research director,3,married,17584,21016,3,yes,16,4,3,21,5,2,5,1,3,1970,n/a,yes
26,no,n/a,496,research & development,11,2,medical,390,1,male,60,3,2,healthcare representative,1,married,6477,22722,1,n/a,13,3,1,5,3,3,5,3,3,1997,healthcare representative  -  research & development,yes
28,no,n/a,1117,n/a,8,2,n/a,1000,4,female,66,3,1,research scientist,4,n/a,6477,4488,1,no,21,4,0,11,3,3,5,0,2,1995,n/a,yes
28,no,travel_rarely,1476,n/a,16,2,medical,412,2,male,68,4,2,healthcare representative,1,single,5661,4824,0,n/a,19,3,0,9,2,3,8,0,7,1995,n/a,yes
58,no,n/a,390,research & development,1,4,life sciences,422,4,male,32,1,2,healthcare representative,3,divorced,6477,17056,2,yes,13,4,1,11,2,3,5,1,2,1965,healthcare representative  -  research & development,yes
27,no,travel_rarely,1220,n/a,5,3,n/a,434,3,female,85,3,1,research scientist,2,single,6477,20938,1,n/a,12,2,0,4,2,2,4,1,2,1996,n/a,yes
54,no,travel_frequently,928,n/a,20,4,life sciences,450,4,female,31,3,2,research scientist,3,n/a,4869,16885,3,n/a,12,4,0,20,4,2,4,0,3,1969,n/a,no
40,no,travel_rarely,1124,n/a,45,2,n/a,1000,45,male,57,1,2,sales executive,4,married,6477,13273,2,n/a,22,3,3,11,2,2,4,0,2,1983,n/a,yes
29,no,non_travel,746,n/a,2,3,life sciences,469,4,male,61,3,2,sales executive,3,n/a,4649,16928,1,n/a,14,1,1,11,3,2,4,0,2,1994,n/a,yes
50,no,travel_rarely,1046,n/a,10,3,n/a,491,4,male,100,2,3,healthcare representative,4,n/a,10496,2755,6,no,15,4,0,20,2,3,4,1,3,1973,n/a,no
24,yes,travel_rarely,1448,n/a,1,1,technical degree,554,1,female,62,3,1,sales representative,2,single,6477,21972,1,yes,16,2,0,6,4,3,5,1,4,1999,n/a,yes
