,id,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_department,number_children,remote_work
413,413,34,no,no aplica,0,no aplica,9,3,no aplica,1,13440,4,0,86,3,3, healthcare representative ,4,no aplica,0,5494,0,N/A,N/A,11,0,4,80,1,10,0,2,9,,1,6,"8500,0",1989,1000000000$,,,True
414,414,38,no,no aplica,0,no aplica,2,2,life sciences,1,13550,2,1,31,3,2, sales executive ,1,no aplica,0,19461,3,N/A,N/A,15,3,4,0,1,11,3,3,7,,1,7,,1985,1000000000$,,,True
415,415,36,no,travel_frequently,0, sales ,-12,3,marketing,1,13620,12,1,83,4,2, sales executive ,1,marreid,0,2261,2,Yes,No,16,3,4,0,1,0,2,2,15,,6,13,"4639,0",1987,1000000000$, SalEs eXECuTive  -  Sales ,,1
416,416,35,no,no aplica,0,no aplica,1,3,no aplica,1,13690,4,1,60,2,2, laboratory technician ,4,no aplica,0,10846,0,Yes,No,12,3,2,80,1,10,0,3,9,,0,0,"5363,0",1988,1000000000$,,,0
417,417,55,yes,no aplica,0,no aplica,13,4,no aplica,1,0,1,0,85,4,4, sales executive ,3,no aplica,0,9277,6,Yes,N/A,17,3,3,80,0,0,2,2,19,,3,8,,1968,1000000000$,,,True
418,418,34,no,no aplica,0,no aplica,29,3,no aplica,1,13770,2,0,86,3,2, laboratory technician ,3,no aplica,0,17491,4,Yes,N/A,13,3,1,0,2,10,1,3,8,,7,7,,1989,1000000000$,,,0
419,419,43,no,no aplica,0,no aplica,6,3,medical,1,14020,1,1,73,2,2, research scientist ,3,single,0,20003,1,N/A,Yes,14,3,1,0,0,20,3,1,20,,1,8,"4081,0",1980,1000000000$,,,False
420,420,42,no,travel_rarely,0,no aplica,10,3,human resources,1,14080,3,1,31,3,4, manager ,1,married,0,16616,0,N/A,N/A,14,3,3,80,1,21,5,3,20,,0,9,,1981,1000000000$,,,False
421,421,26,no,travel_rarely,0,no aplica,7,3,no aplica,1,14170,3,0,100,4,1, laboratory technician ,1,single,0,23577,0,N/A,No,12,3,4,0,0,8,2,3,7,,0,7,"3578,0",1997,1000000000$,,,True
422,422,29,yes,no aplica,0,no aplica,14,1,other,1,14210,3,1,84,3,3, healthcare representative ,4,single,0,22930,0,N/A,Yes,12,3,1,0,0,0,1,3,8,,7,7,,1994,1000000000$,,,1
423,423,54,no,no aplica,0, research & development ,1,3,no aplica,1,14220,4,1,54,3,4, research director ,4,no aplica,0,5652,6,N/A,N/A,19,3,4,0,0,29,3,2,20,,12,7,"17328,0",1969,1000000000$, rESeaRCH DIReCToR  -  Research & Development ,,0
424,424,55,no,no aplica,0,no aplica,1,4,no aplica,1,14240,2,0,81,4,4, research director ,4,divorced,0,12414,2,Yes,No,13,3,4,80,2,31,4,4,7,,0,0,,1968,1000000000$,,,True
425,425,40,no,non-travel,0,no aplica,9,4,other,1,0,3,0,81,3,2, laboratory technician ,3,no aplica,0,23099,3,Yes,No,11,3,3,80,2,11,2,0,8,,0,7,,1983,1000000000$,,,Yes
426,426,0,no,no aplica,0,no aplica,8,2,no aplica,1,0,1,0,31,3,3, sales executive ,4,divorced,0,8386,1,N/A,N/A,18,0,1,0,1,13,5,3,13,,9,9,"10793,0",1992,1000000000$,,,True
427,427,46,yes,no aplica,0,no aplica,9,3,marketing,1,14570,1,0,52,3,3, sales executive ,4,divorced,0,15986,4,N/A,No,11,3,1,0,1,28,1,4,7,,4,3,,1977,1000000000$,,,Yes
428,428,45,no,travel_rarely,0,no aplica,20,3,medical,1,14600,2,0,95,1,3, healthcare representative ,1,no aplica,0,19863,2,Yes,Yes,18,3,2,80,1,0,2,3,7,,0,7,"10851,0",1978,1000000000$,,,False
429,429,49,no,travel_rarely,0,no aplica,7,4,life sciences,1,14840,3,0,35,3,3, healthcare representative ,2,divorced,0,20948,3,Yes,N/A,14,3,2,0,2,29,3,3,8,,0,7,"10466,0",1974,1000000000$,,,0
430,430,29,no,travel_rarely,0,no aplica,19,3,no aplica,1,14970,3,0,77,2,2, sales executive ,3,no aplica,0,23757,1,Yes,N/A,14,3,3,0,2,10,3,3,10,,0,4,,1994,1000000000$,,,1
431,431,29,yes,no aplica,0,no aplica,1,4,technical degree,1,15220,1,0,100,2,1, research scientist ,1,single,0,7568,6,Yes,No,13,3,3,0,0,0,2,1,9,,0,7,"2362,0",1994,1000000000$,,,1
432,432,29,no,no aplica,0,no aplica,8,1,other,1,15440,3,1,39,1,2, healthcare representative ,1,no aplica,0,7288,3,N/A,No,13,3,3,0,1,9,3,3,7,,0,7,,1994,1000000000$,,,1
433,433,40,no,travel_rarely,0, human resources ,6,2,no aplica,1,0,3,0,38,3,4, manager ,4,single,0,17381,1,Yes,Yes,21,4,4,80,0,21,2,3,21,,7,7,,1983,1000000000$, mANAGeR  -  Human Resources ,,1
434,434,48,no,no aplica,0, sales ,16,4,life sciences,1,0,3,1,96,3,2, sales executive ,3,divorced,0,13693,8,N/A,No,14,3,3,0,1,18,2,0,8,,7,7,"6439,0",1975,1000000000$, saLeS exECUtive  -  Sales ,,1
435,435,53,yes,no aplica,0,no aplica,2,5,no aplica,1,15720,3,1,78,2,3, manufacturing director ,4,married,0,14618,0,N/A,N/A,16,3,2,0,1,0,4,3,33,,1,9,,1970,1000000000$,,,Yes
436,436,44,no,no aplica,0,no aplica,7,3,medical,1,16080,2,1,31,3,5, research director ,4,no aplica,0,3549,0,N/A,Yes,14,0,4,80,1,0,4,2,22,,1,10,,1979,1000000000$,,,0
437,437,45,no,no aplica,0,no aplica,5,5,no aplica,1,16110,3,1,50,1,2, laboratory technician ,1,no aplica,0,23447,1,Yes,N/A,14,3,1,0,0,10,3,3,10,,1,4,"5769,0",1978,1000000000$,,,False
438,438,45,no,non-travel,0,no aplica,26,3,marketing,1,16120,1,0,52,2,2, sales executive ,1,no aplica,0,24162,1,Yes,N/A,15,0,1,80,1,10,2,0,10,,4,5,"4385,0",1978,1000000000$,,,0
439,439,34,no,travel_frequently,0,no aplica,10,4,no aplica,1,16150,3,0,42,4,2, manufacturing director ,4,no aplica,0,17000,1,N/A,N/A,13,3,1,0,1,9,3,0,9,,7,2,,1989,1000000000$,,,1
440,440,39,no,no aplica,0, research & development ,10,5,medical,1,0,2,0,76,3,2, manufacturing director ,1,no aplica,0,3835,2,Yes,N/A,13,3,4,0,3,0,3,3,7,,7,7,,1984,1000000000$, maNuFAcTURInG DIReCtoR  -  Research & Development ,,0
441,441,27,no,no aplica,0, research & development ,-36,3,no aplica,1,16190,36,0,0,2,1, laboratory technician ,1,divorced,0,16290,1,N/A,No,11,3,1,0,2,7,3,3,7,,0,7,"4066,0",1996,1000000000$, LABORaTorY TEChNIcIAN  -  Research & Development ,,Yes
442,442,45,no,travel_rarely,0,no aplica,2,2,no aplica,1,16350,4,1,59,2,2, manufacturing director ,4,divorced,0,5388,1,N/A,N/A,19,3,1,0,2,10,3,3,10,,3,9,,1978,1000000000$,,,1
443,443,44,no,no aplica,0,no aplica,1,5,no aplica,1,16420,1,0,37,3,2, human resources ,4,married,0,10503,4,N/A,Yes,11,3,3,0,0,14,3,3,10,,0,2,,1979,1000000000$,,,True
444,444,25,no,no aplica,0,no aplica,2,1,life sciences,1,16530,4,0,77,4,2, manufacturing director ,3,divorced,0,4973,1,N/A,N/A,17,3,3,0,2,7,6,3,7,,0,7,"5206,0",1998,1000000000$,,,False
445,445,49,no,no aplica,0,no aplica,1,3,no aplica,1,0,3,0,36,3,4, manager ,3,single,0,22384,4,Yes,N/A,14,3,1,80,0,23,2,3,8,,0,0,,1974,1000000000$,,,True
446,446,48,yes,travel_frequently,0,no aplica,7,2,no aplica,1,16910,4,1,95,3,1, sales representative ,3,no aplica,0,11740,2,N/A,N/A,11,0,3,80,2,19,3,3,9,,7,7,"2655,0",1975,1000000000$,,,0
447,447,26,no,no aplica,0,no aplica,7,3,medical,1,16930,4,0,76,3,1, laboratory technician ,4,no aplica,0,11925,1,N/A,No,20,4,3,80,0,7,5,3,7,,5,7,"2570,0",1997,1000000000$,,,1
448,448,44,no,travel_rarely,0,no aplica,2,3,life sciences,1,17030,3,1,96,4,3, healthcare representative ,4,no aplica,0,14810,1,N/A,N/A,19,0,2,0,1,0,2,3,8,,6,7,,1979,1000000000$,,,1
449,449,36,no,no aplica,0,no aplica,2,4,no aplica,1,0,3,1,51,3,2, sales representative ,4,single,0,7439,3,Yes,N/A,15,0,3,0,0,17,2,2,13,,6,7,"4502,0",1987,1000000000$,,,Yes
450,450,46,no,no aplica,0, research & development ,13,4,no aplica,1,17270,3,0,34,3,2, healthcare representative ,2,single,0,9697,6,N/A,No,14,3,4,0,0,19,3,3,10,,0,9,,1977,1000000000$, hEalTHcARe RePrEseNTATive  -  Research & Development ,,True
451,451,35,no,no aplica,0,no aplica,27,4,life sciences,1,17280,4,0,49,3,2, manufacturing director ,3,married,0,5151,2,Yes,N/A,16,3,2,80,1,17,3,3,7,,0,7,,1988,1000000000$,,,Yes
452,452,30,no,travel_frequently,0,no aplica,2,4,no aplica,1,17450,4,1,78,2,1, research scientist ,1,no aplica,0,26427,0,Yes,N/A,16,3,4,80,0,10,2,0,9,,0,7,"4968,0",1993,1000000000$,,,False
453,453,30,no,no aplica,0,no aplica,15,2,marketing,1,17540,3,0,94,2,3, sales executive ,1,no aplica,0,3088,2,N/A,No,11,3,1,80,1,0,2,3,7,,1,7,,1993,1000000000$,,,1
454,454,33,no,non-travel,0,no aplica,2,3,marketing,1,17560,4,1,62,3,2, sales executive ,2,no aplica,0,10697,8,N/A,No,15,3,4,0,0,13,2,2,11,,1,7,"5147,0",1990,1000000000$,,,True
455,455,32,no,no aplica,0,no aplica,5,4,no aplica,1,17640,2,0,65,3,1, research scientist ,2,single,0,17674,2,Yes,No,14,3,2,0,0,12,3,3,7,,0,7,"2718,0",1991,1000000000$,,,1
456,456,43,no,travel_rarely,0,no aplica,2,3,life sciences,1,17780,2,0,97,3,1, human resources ,4,no aplica,0,5033,0,Yes,No,13,3,2,80,0,0,5,3,9,,1,8,"3539,0",1980,1000000000$,,,False
457,457,31,no,travel_rarely,0,no aplica,29,4,marketing,1,0,1,1,91,2,2, sales executive ,4,no aplica,0,13402,1,N/A,N/A,14,3,1,0,2,0,3,3,12,,5,7,"5468,0",1992,1000000000$,,,1
458,458,35,yes,no aplica,0,no aplica,27,3,no aplica,1,17970,3,0,84,3,2, sales executive ,4,no aplica,0,13492,1,N/A,N/A,18,3,4,80,0,0,2,3,10,,7,7,"5813,0",1988,1000000000$,,,False
459,459,35,no,non-travel,0, research & development ,2,2,medical,1,18040,2,0,90,3,2, manufacturing director ,4,divorced,0,24442,2,N/A,No,14,3,3,0,1,15,6,3,7,,1,7,,1988,1000000000$, mANuFActuring DireCtOR  -  Research & Development ,,0
460,460,30,no,no aplica,0,no aplica,10,3,medical,1,18160,1,1,64,3,3, manufacturing director ,3,single,0,2739,9,Yes,No,14,3,2,0,0,9,3,3,7,,0,2,"9667,0",1993,1000000000$,,,False
461,461,46,yes,travel_rarely,0,no aplica,-19,2,medical,1,18210,4,1,66,3,2, healthcare representative ,2,married,0,10842,4,N/A,No,22,4,4,0,1,13,2,4,9,"7,0",3,7,,1977,1000000000$,,,0
462,462,45,no,non-travel,0,no aplica,2,4,no aplica,1,0,3,1,67,3,2, sales executive ,3,married,0,19665,4,Yes,N/A,22,4,2,0,2,10,3,4,8,,5,7,"5154,0",1978,1000000000$,,,False
463,463,43,no,travel_frequently,0,no aplica,2,4,life sciences,1,18490,1,0,92,3,2, sales executive ,4,married,0,19246,1,N/A,N/A,20,4,3,0,1,7,5,3,7,,7,7,"5675,0",1980,1000000000$,,,0
464,464,46,yes,no aplica,0,no aplica,10,3,life sciences,1,18690,3,1,64,3,3, sales executive ,2,no aplica,0,14011,5,Yes,N/A,21,4,3,80,3,14,2,3,8,,0,7,"7314,0",1977,1000000000$,,,1
465,465,40,no,travel_rarely,0, research & development ,1,4,no aplica,1,0,1,0,98,3,4, manager ,1,no aplica,0,18991,2,Yes,N/A,11,3,1,0,1,22,3,0,19,,11,16,,1983,1000000000$, MaNagEr  -  Research & Development ,,True
466,466,27,no,travel_rarely,0, sales ,2,2,no aplica,1,18980,1,1,89,4,2, sales executive ,3,single,0,26997,0,Yes,No,14,3,2,0,0,9,5,2,8,,0,7,,1996,1000000000$, SaLeS exeCuTIVe  -  Sales ,,False
467,467,42,no,no aplica,0,no aplica,6,3,medical,1,19110,3,0,83,3,3, research director ,1,married,0,14842,9,Yes,No,13,3,2,80,1,18,3,4,13,,5,7,,1981,1000000000$,,,1
468,468,26,no,travel_frequently,0,no aplica,6,3,other,1,0,3,0,61,4,1, laboratory technician ,4,married,0,7102,0,N/A,No,18,3,1,0,1,8,3,3,7,,7,7,,1997,1000000000$,,,True
469,469,28,no,travel_frequently,0,no aplica,1,2,life sciences,1,19270,3,0,42,2,2, sales executive ,4,married,0,19255,1,N/A,N/A,12,3,3,0,1,7,2,3,7,,0,7,,1995,1000000000$,,,True
470,470,47,no,no aplica,0,no aplica,14,4,no aplica,1,19340,3,0,64,3,2, research scientist ,2,married,0,2125,8,Yes,N/A,18,3,3,80,1,0,4,4,8,,1,7,,1976,1000000000$,,,0
471,471,34,no,travel_rarely,0,no aplica,13,4,medical,1,19510,4,0,39,3,3, sales executive ,3,divorced,0,22914,1,N/A,No,18,3,3,0,1,9,2,2,8,,1,1,,1989,1000000000$,,,1
472,472,26,no,no aplica,0, research & development ,1,3,medical,1,19520,3,0,95,3,1, laboratory technician ,1,single,0,20006,0,Yes,No,13,3,4,0,0,8,6,0,7,,7,6,,1997,1000000000$, lAboRaTory tECHNIciAN  -  Research & Development ,,1
473,473,27,no,travel_rarely,0,no aplica,9,3,no aplica,1,19650,4,0,44,3,2, sales executive ,4,no aplica,0,5099,1,N/A,N/A,14,3,1,0,0,0,5,0,7,,0,7,,1996,1000000000$,,,0
474,474,31,yes,travel_frequently,0, sales ,26,4,marketing,1,19670,1,0,63,3,2, sales executive ,4,no aplica,0,21075,1,Yes,Yes,11,3,3,0,0,10,4,3,10,,0,8,,1992,1000000000$, saLes eXECUTIVe  -  Sales ,,Yes
475,475,33,no,travel_frequently,0,no aplica,7,2,life sciences,1,0,4,0,0,3,2, healthcare representative ,3,divorced,0,18079,1,N/A,N/A,20,0,3,0,3,9,2,3,9,,2,8,,1990,1000000000$,,,Yes
476,476,31,no,no aplica,0,no aplica,10,3,no aplica,1,19790,3,1,40,3,3, research director ,3,married,0,26862,4,N/A,No,20,4,3,0,1,13,2,4,11,,4,8,,1992,1000000000$,,,1
477,477,35,no,no aplica,0,no aplica,9,4,medical,1,20080,2,0,48,3,2, research scientist ,3,no aplica,0,18698,1,N/A,No,19,3,2,0,0,10,5,3,10,,0,8,"5098,0",1988,1000000000$,,,1
478,478,33,no,travel_rarely,0,no aplica,15,2,no aplica,1,20090,2,1,95,3,2, healthcare representative ,4,married,0,21653,0,N/A,Yes,13,0,1,0,1,0,6,3,9,,8,1,,1990,1000000000$,,,Yes
479,479,39,no,travel_rarely,0,no aplica,24,1,life sciences,1,20140,1,0,52,3,2, research scientist ,4,single,0,5340,7,N/A,No,13,0,1,0,0,0,2,3,7,,1,7,,1984,1000000000$,,,False
480,480,36,no,travel_rarely,0,no aplica,-46,3,no aplica,1,0,46,1,94,2,3, sales executive ,4,marreid,0,12695,0,Yes,No,19,3,3,0,2,10,2,3,9,,3,4,,1987,1000000000$,,,Yes
481,481,41,no,travel_rarely,0,no aplica,28,4,life sciences,1,20340,1,1,60,2,4, manufacturing director ,2,married,0,5640,0,Yes,No,23,0,3,0,1,21,3,3,20,,0,10,"13570,0",1982,1000000000$,,,Yes
482,482,34,no,no aplica,0, sales ,28,3,marketing,1,20350,4,1,95,2,2, sales executive ,3,married,0,8978,1,Yes,No,21,4,4,0,2,8,2,3,8,,1,7,"6712,0",1989,1000000000$, saLes EXEcuTiVe  -  Sales ,,False
483,483,38,no,travel_rarely,0,no aplica,10,2,no aplica,1,0,1,1,100,3,2, sales executive ,4,married,0,5982,1,N/A,No,11,3,3,0,1,10,1,3,10,,1,9,,1985,1000000000$,,,1
484,484,39,no,travel_rarely,0,no aplica,6,1,no aplica,1,20620,4,0,42,2,3, healthcare representative ,1,no aplica,0,21457,4,N/A,N/A,15,3,1,80,1,0,5,3,7,,1,7,"9991,0",1984,1000000000$,,,1
485,485,34,no,travel_rarely,0,no aplica,7,4,no aplica,1,280,1,1,53,3,3, research director ,2,single,0,21293,0,N/A,No,11,0,3,0,0,0,4,3,12,"6,0",2,11,,1989,1000000000$,,,0
486,486,44,no,travel_rarely,0,no aplica,7,4,medical,1,0,1,1,42,2,3, healthcare representative ,4,married,0,2094,3,N/A,N/A,14,0,4,0,1,24,4,3,22,,5,17,"10248,0",1979,1000000000$,,,True
487,487,46,no,no aplica,0,no aplica,5,4,no aplica,1,620,1,0,98,3,2, sales executive ,4,single,0,20445,4,Yes,N/A,21,0,3,0,0,14,4,3,9,,0,8,,1977,1000000000$,,,Yes
488,488,41,no,travel_frequently,0, research & development ,10,3,life sciences,1,1990,4,0,91,2,4, manager ,1,divorced,0,12888,4,Yes,N/A,13,3,2,0,1,0,2,2,7,,7,7,,1982,1000000000$, mAnaGeR  -  Research & Development ,,0
489,489,39,no,no aplica,0, research & development ,2,4,no aplica,1,3430,3,1,64,3,3, healthcare representative ,3,single,0,6420,0,N/A,No,25,4,4,0,0,20,1,3,19,,11,8,"10938,0",1984,1000000000$, HEALThCaRe rePResEnTaTivE  -  Research & Development ,,0
490,490,42,no,travel_rarely,0,no aplica,2,3,medical,1,3510,4,1,56,2,1, laboratory technician ,1,divorced,0,8007,0,N/A,Yes,11,3,3,80,1,10,4,3,9,,7,8,"2593,0",1981,1000000000$,,,True
491,491,33,no,travel_frequently,0, research & development ,5,4,no aplica,1,4280,4,1,74,3,3, manager ,2,married,0,23364,6,Yes,N/A,11,0,2,80,2,12,2,3,10,,8,8,"11878,0",1990,1000000000$, mAnAgEr  -  Research & Development ,,True
492,492,35,no,travel_rarely,0,no aplica,5,4,technical degree,1,4640,3,0,62,3,3, manufacturing director ,2,single,0,18264,0,N/A,No,13,3,4,80,0,17,5,3,16,,0,13,"8095,0",1988,1000000000$,,,1
493,493,33,yes,travel_rarely,0,no aplica,15,1,medical,1,0,2,0,56,3,3, manager ,3,married,0,24619,7,N/A,N/A,12,3,4,0,0,15,2,4,7,,7,7,,1990,1000000000$,,,True
494,494,40,no,travel_rarely,0,no aplica,6,3,life sciences,1,0,2,1,75,3,4, manufacturing director ,3,single,0,20364,7,N/A,No,15,3,3,0,0,22,3,3,20,,5,13,,1983,1000000000$,,,False
495,495,41,no,travel_rarely,0,no aplica,10,4,human resources,1,7310,2,0,73,2,5, manager ,4,divorced,0,8861,3,Yes,No,15,3,2,0,3,23,2,2,21,,12,6,,1982,1000000000$,,,0
496,496,27,no,no aplica,0,no aplica,7,3,no aplica,1,7640,4,1,55,2,2, healthcare representative ,1,no aplica,0,23398,8,N/A,No,19,3,1,0,0,0,2,1,7,,0,7,,1996,1000000000$,,,False
497,497,52,no,travel_rarely,0,no aplica,3,4,marketing,1,0,3,0,31,2,4, manager ,1,no aplica,0,10084,1,N/A,N/A,11,3,1,0,0,0,3,4,34,,1,16,"16856,0",1971,1000000000$,,,Yes
498,498,51,no,travel_rarely,0,no aplica,26,4,marketing,1,8510,1,1,66,3,4, manager ,3,married,0,5594,2,N/A,No,14,3,3,0,1,0,2,2,20,,4,17,,1972,1000000000$,,,False
499,499,47,no,travel_rarely,0,no aplica,2,2,marketing,1,9030,3,1,35,3,2, sales executive ,4,no aplica,0,17783,0,N/A,N/A,22,4,1,0,1,8,2,3,7,,7,7,"4537,0",1976,1000000000$,,,Yes
500,500,50,no,non-travel,0, research & development ,2,4,no aplica,1,9050,1,0,98,3,4, manager ,1,divorced,0,4544,1,Yes,N/A,11,3,4,0,1,31,3,3,31,,14,7,"17924,0",1973,1000000000$, MaNageR  -  Research & Development ,,False
501,501,35,no,travel_rarely,0, research & development ,21,1,life sciences,1,9420,4,1,51,3,2, healthcare representative ,4,married,0,19170,1,N/A,N/A,25,4,4,0,1,10,2,1,10,,0,7,"4014,0",1988,1000000000$, HeAlThCarE rEpreSentatiVe  -  Research & Development ,,True
502,502,39,no,travel_rarely,0,no aplica,1,1,no aplica,1,10260,4,1,65,2,4, manufacturing director ,4,married,0,7060,1,N/A,No,16,3,3,0,1,0,3,3,21,,11,8,"12742,0",1984,1000000000$,,,True
503,503,39,no,travel_frequently,0,no aplica,22,3,medical,1,0,4,1,82,3,3, manufacturing director ,1,single,0,5083,1,N/A,N/A,13,3,3,0,0,0,2,3,21,,2,8,,1984,1000000000$,,,0
504,504,41,no,no aplica,0,no aplica,7,2,no aplica,1,10850,2,1,43,4,1, research scientist ,3,no aplica,0,18863,1,N/A,No,13,3,3,80,0,0,3,3,10,,0,8,"3376,0",1982,1000000000$,,,False
505,505,44,yes,no aplica,0, human resources ,1,2,medical,1,0,2,0,91,2,3, human resources ,1,married,0,2326,9,N/A,No,14,0,4,80,1,24,1,3,20,,3,6,"10482,0",1979,1000000000$, HUMAN ResoURCeS  -  Human Resources ,,Yes
506,506,42,no,no aplica,0,no aplica,2,2,medical,1,11090,4,0,35,3,4, manager ,1,no aplica,0,14399,0,N/A,No,17,3,4,0,1,23,3,3,22,,13,7,,1981,1000000000$,,,False
507,507,52,no,travel_rarely,0,no aplica,7,4,life sciences,1,11180,2,0,87,3,3, healthcare representative ,2,single,0,15322,7,Yes,N/A,19,3,4,0,0,18,4,0,8,,4,0,,1971,1000000000$,,,Yes
508,508,38,no,no aplica,0,no aplica,1,3,no aplica,1,11520,3,0,37,4,1, human resources ,3,no aplica,0,6004,1,N/A,No,13,3,4,0,1,7,2,4,7,,5,0,,1985,1000000000$,,,1
509,509,46,no,no aplica,0, human resources ,1,2,life sciences,1,0,4,1,44,3,1, human resources ,1,no aplica,0,22957,6,N/A,N/A,12,3,3,80,0,10,3,4,7,,5,7,,1977,1000000000$, huMAn ResOurces  -  Human Resources ,,True
510,510,35,no,no aplica,0,no aplica,4,4,life sciences,1,13500,3,0,87,3,2, research scientist ,3,single,0,2690,1,N/A,N/A,11,3,2,0,0,0,3,3,9,,1,1,"4249,0",1988,1000000000$,,,False
511,511,28,no,travel_rarely,0, research & development ,29,1,life sciences,1,15140,3,0,96,1,2, manufacturing director ,2,married,0,3173,1,N/A,N/A,14,0,2,0,2,8,2,2,8,,1,7,"6549,0",1995,1000000000$, mANUfacTURiNG dIRectOR  -  Research & Development ,,1
512,512,44,no,no aplica,0,no aplica,28,3,life sciences,1,15230,4,0,32,3,4, research director ,1,married,0,22074,3,N/A,No,13,3,3,0,1,0,1,4,20,,14,17,,1979,1000000000$,,,1
513,513,50,no,no aplica,0,no aplica,22,5,no aplica,1,15390,3,0,88,1,4, research director ,4,no aplica,0,24450,1,N/A,N/A,13,3,4,0,0,0,2,3,32,,13,9,"14411,0",1973,1000000000$,,,0
514,514,55,no,travel_rarely,0,no aplica,-23,5,marketing,1,0,3,0,60,2,5, manager ,4,no aplica,0,23037,1,Yes,No,21,4,3,80,1,36,3,3,36,,2,13,"19586,0",1968,1000000000$,,,1
515,515,39,no,no aplica,0, sales ,6,3,no aplica,1,15880,4,0,38,4,3, sales executive ,3,married,0,4658,2,Yes,No,11,3,1,0,1,11,3,3,7,,7,6,"8237,0",1984,1000000000$, saLES eXEcUTiVE  -  Sales ,,True
516,516,49,no,no aplica,0, research & development ,-13,4,no aplica,1,16170,13,1,84,3,1, laboratory technician ,1,no aplica,0,22102,1,N/A,N/A,14,3,4,0,1,10,3,2,9,,1,4,"3211,0",1974,1000000000$, labORaTORY teChNIcIaN  -  Research & Development ,,True
517,517,45,no,no aplica,0,no aplica,28,2,technical degree,1,17190,4,1,48,2,4, research director ,2,single,0,17119,1,N/A,N/A,11,0,3,0,0,21,2,3,21,"6,0",8,6,"16704,0",1978,1000000000$,,,False
518,518,46,no,no aplica,0,no aplica,2,3,no aplica,1,0,3,0,74,3,3, sales executive ,4,no aplica,0,5596,4,N/A,N/A,12,3,2,0,1,0,5,2,10,,0,3,,1977,1000000000$,,,False
519,519,27,no,no aplica,0,no aplica,15,3,no aplica,1,18700,4,1,77,2,1, research scientist ,1,married,0,23844,0,N/A,No,19,3,4,0,1,0,2,0,7,,7,3,"4774,0",1996,1000000000$,,,0
520,520,42,no,travel_rarely,0,no aplica,2,3,no aplica,1,20310,1,0,56,3,5, manager ,3,married,0,17312,5,N/A,N/A,11,3,1,0,0,24,2,2,22,,4,14,,1981,1000000000$,,,1
521,521,49,no,no aplica,0, sales ,2,3,no aplica,1,20650,4,0,63,2,2, sales executive ,2,married,0,13243,2,N/A,N/A,14,3,4,80,0,17,3,2,9,,0,8,,1974,1000000000$, saLes eXeCUTivE  -  Sales ,,True
522,522,29,no,travel_rarely,0,no aplica,15,2,life sciences,1,150,4,1,49,2,2, laboratory technician ,3,single,0,12682,0,N/A,Yes,12,3,4,0,0,10,3,3,9,,0,8,,1994,1000000000$,,,True
523,523,34,no,non-travel,0,no aplica,-12,4,marketing,1,600,12,0,72,3,2, sales executive ,3,no aplica,0,10034,0,Yes,No,20,4,3,0,0,0,2,3,9,,8,7,"4568,0",1989,1000000000$,,,False
524,524,37,no,no aplica,0,no aplica,1,4,no aplica,1,0,1,0,51,2,2, manufacturing director ,3,divorced,0,2689,1,N/A,No,18,3,3,80,1,0,2,0,7,,0,7,"5993,0",1986,1000000000$,,,False
525,525,36,no,no aplica,0,no aplica,11,3,no aplica,1,850,2,0,95,2,2, manufacturing director ,2,single,0,22656,1,Yes,No,13,3,3,0,0,6,3,3,6,,0,3,"6499,0",1987,1000000000$,,,True
526,526,45,no,no aplica,0,no aplica,29,3,no aplica,1,0,3,0,83,3,1, research scientist ,4,single,0,9752,5,N/A,N/A,13,3,2,0,0,9,2,2,6,,0,3,"3452,0",1978,1000000000$,,,1
527,527,29,no,travel_rarely,0,no aplica,15,3,no aplica,1,3460,3,0,60,3,1, research scientist ,4,no aplica,0,22673,1,N/A,No,19,3,1,0,0,6,1,3,6,,1,5,,1994,1000000000$,,,False
528,528,26,no,no aplica,0,no aplica,1,3,no aplica,1,3840,3,1,84,3,2, manufacturing director ,2,no aplica,0,26767,1,N/A,No,20,4,1,80,1,6,6,1,6,,1,4,"6397,0",1997,1000000000$,,,False
529,529,28,no,no aplica,0,no aplica,9,4,life sciences,1,4980,2,0,92,3,2, sales executive ,4,single,0,20750,1,Yes,No,16,3,4,0,0,0,1,3,7,,0,7,,1995,1000000000$,,,1
530,530,42,no,travel_frequently,0,no aplica,-30,4,technical degree,1,5510,4,1,0,2,2, healthcare representative ,4,married,0,4386,0,Yes,No,11,3,4,80,3,7,4,4,6,,0,4,,1981,1000000000$,,,Yes
531,531,31,no,travel_rarely,0, sales ,2,1,life sciences,1,6040,2,0,77,3,2, sales executive ,4,no aplica,0,8346,4,N/A,Yes,13,3,3,80,0,10,2,4,6,,0,5,,1992,1000000000$, Sales exECutIVE  -  Sales ,,True
532,532,37,no,travel_rarely,0,no aplica,-47,3,no aplica,1,0,47,1,59,3,3, manufacturing director ,4,single,0,23848,4,Yes,N/A,17,3,4,0,0,0,3,4,6,,1,2,,1986,1000000000$,,,Yes
