,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
576,33,yes,N/A,813,N/A,14,3,N/A,325,3,male,58,3,1, laboratory technician ,4,married,0.0,22149,5,yes,13,3,1,2,1,5,0,4,1990,N/A,no
577,31,yes,N/A,307,N/A,29,2,N/A,355,3,male,71,2,1, laboratory technician ,2,N/A,0.0,11652,0,no,11,2,0,2,4,5,1,4,1992,N/A,yes
578,37,no,N/A,228,N/A,6,4,N/A,378,3,male,0,3,2, sales executive ,4,N/A,6502.0,22825,4,no,14,2,1,5,4,5,0,1,1986,N/A,no
579,50,no,N/A,797, research & development ,4,1,N/A,2227,1,male,96,3,5, research director ,2,divorced,0.0,15815,3,no,14,1,2,4,2,10,1,6,1973, research director  -  research & development ,no
580,42,no,travel_frequently,555,N/A,26,3,N/A,2228,3,female,77,3,4, sales executive ,2,married,13525.0,14864,5,N/A,14,4,1,2,0,20,4,8,1981,N/A,no
581,27,no,N/A,1377,N/A,2,3,N/A,2229,4,male,74,3,2, sales executive ,3,N/A,0.0,5242,1,yes,11,1,0,3,3,5,0,4,1996,N/A,no
582,27,no,non-travel,210,N/A,1,1,marketing,449,3,male,73,3,2, sales executive ,2,N/A,6349.0,22107,0,yes,13,4,1,0,0,5,1,4,1996,N/A,yes
583,41,no,travel_rarely,483,N/A,6,3,N/A,466,4,male,0,2,2, manufacturing director ,2,single,0.0,10110,6,yes,15,4,0,3,3,5,1,2,1982,N/A,yes
584,37,no,travel_rarely,921,N/A,10,3,medical,486,3,female,98,3,1, laboratory technician ,1,N/A,0.0,17663,6,no,20,2,1,3,3,5,0,3,1986,N/A,no
585,40,yes,N/A,575,N/A,0,2,N/A,492,22,male,68,2,2, sales executive ,3,N/A,6380.0,6110,2,yes,12,1,2,6,3,6,1,0,1983,N/A,no
586,55,no,N/A,1311,N/A,2,3,N/A,505,3,female,97,3,4, manager ,4,single,0.0,23258,2,yes,13,3,0,2,3,5,1,2,1968,N/A,no
587,26,yes,travel_frequently,575,N/A,3,1,N/A,510,3,male,73,3,1, research scientist ,1,N/A,3102.0,6582,0,N/A,22,3,0,2,3,6,0,4,1997,N/A,no
588,40,no,travel_rarely,759,N/A,2,2,marketing,2230,4,female,46,3,2, sales executive ,2,divorced,0.0,22553,7,N/A,12,3,2,5,3,5,1,3,1983,N/A,no
589,25,no,N/A,891, sales ,4,2,N/A,527,2,female,99,2,2, sales executive ,4,single,0.0,12090,1,yes,11,2,0,3,3,5,1,3,1998, sales executive  -  sales ,no
590,30,no,N/A,1082,N/A,12,3,N/A,2231,2,female,83,3,2, sales executive ,3,single,0.0,19558,0,no,11,2,0,6,3,5,4,4,1993,N/A,no
591,52,no,travel_rarely,319,N/A,0,3,N/A,2232,4,male,0,2,3, manufacturing director ,3,married,0.0,19609,2,N/A,14,3,0,4,3,5,0,4,1971,N/A,no
592,42,no,travel_frequently,532,N/A,0,2,N/A,547,1,female,92,3,2, research scientist ,3,N/A,4556.0,12932,2,no,11,2,1,3,3,5,0,2,1981,N/A,no
593,0,no,travel_rarely,317,N/A,2,3,life sciences,548,3,female,43,1,2, manufacturing director ,4,N/A,0.0,24793,2,no,20,3,0,2,3,5,0,2,1993,N/A,no
594,35,no,travel_rarely,144,N/A,22,3,life sciences,577,4,male,46,1,1, laboratory technician ,3,single,4230.0,19225,0,no,15,3,0,2,3,5,4,3,1988,N/A,no
595,31,no,travel_rarely,688,N/A,7,3,N/A,2233,3,male,44,2,3, manager ,4,divorced,0.0,25291,9,N/A,21,3,1,3,2,5,0,1,1992,N/A,yes
596,35,no,travel_rarely,195, sales ,1,3,N/A,2234,1,female,80,3,2, sales executive ,3,single,4859.0,6698,1,N/A,16,4,0,3,3,5,0,3,1988, sales executive  -  sales ,no
597,25,no,N/A,622,N/A,13,1,N/A,2235,2,male,40,3,1, sales representative ,3,N/A,0.0,26376,1,N/A,11,3,0,1,3,7,0,6,1998,N/A,yes
598,32,no,travel_rarely,646,N/A,9,4,N/A,679,1,female,92,3,2, research scientist ,4,married,6322.0,18089,1,N/A,12,4,1,2,0,6,0,5,1991,N/A,no
599,47,yes,N/A,719,N/A,27,2,life sciences,785,2,female,77,4,2, sales executive ,3,N/A,0.0,10339,4,yes,12,4,0,2,3,5,1,3,1976,N/A,no
600,30,no,travel_frequently,1012,N/A,5,4,life sciences,861,2,male,0,2,1, research scientist ,4,divorced,0.0,2373,9,no,12,2,1,3,2,5,0,3,1993,N/A,no
601,45,no,N/A,930,N/A,9,3,marketing,864,4,male,74,3,3, sales executive ,1,divorced,10761.0,19239,4,yes,12,3,1,2,3,5,0,2,1978,N/A,no
602,36,no,travel_rarely,1278,N/A,8,3,life sciences,878,1,male,77,2,1, human resources ,1,N/A,0.0,8635,0,N/A,21,3,0,3,3,5,0,3,1987,N/A,no
603,31,no,N/A,1222,N/A,11,4,N/A,895,4,male,48,3,1, research scientist ,4,N/A,0.0,14871,3,N/A,19,2,1,2,3,6,0,2,1992,N/A,yes
604,37,no,travel_frequently,1231,N/A,21,2,medical,900,3,female,54,3,1, sales representative ,4,married,2973.0,21222,5,N/A,15,2,1,3,3,5,0,0,1986,N/A,no
605,39,no,travel_rarely,1383,N/A,2,3,life sciences,2236,4,female,42,2,2, human resources ,4,N/A,5204.0,7790,8,no,11,3,2,2,3,5,0,4,1984,N/A,no
606,42,no,N/A,462,N/A,14,2,N/A,936,3,female,68,2,2, sales executive ,3,N/A,0.0,7824,7,N/A,17,1,0,6,3,5,0,3,1981,N/A,no
607,30,no,travel_rarely,231,N/A,8,2,N/A,2237,3,male,62,3,3, sales executive ,3,N/A,0.0,9977,5,no,11,1,1,2,4,8,7,7,1993,N/A,no
608,50,no,N/A,0,N/A,1,2,medical,997,4,male,66,3,4, research director ,4,divorced,17399.0,6615,9,no,22,3,1,1,2,5,1,3,1973,N/A,no
609,59,no,travel_rarely,1089, sales ,1,2,N/A,1048,2,male,66,3,3, manager ,4,N/A,0.0,11038,3,yes,14,3,1,1,1,6,0,4,1964, manager  -  sales ,no
610,54,no,N/A,1082,N/A,2,4,life sciences,2238,3,female,41,2,3, sales executive ,3,married,0.0,8392,6,no,11,2,1,4,3,9,7,0,1969,N/A,yes
611,56,no,N/A,1240,N/A,9,3,medical,1071,1,female,63,3,1, research scientist ,3,married,0.0,12154,2,no,19,2,1,4,3,5,0,3,1967,N/A,no
612,48,no,N/A,1262,N/A,1,4,N/A,1116,1,male,35,4,4, manager ,4,single,16885.0,16154,2,no,22,3,0,3,2,5,2,1,1975,N/A,no
613,39,no,N/A,439, research & development ,9,3,life sciences,1132,3,male,70,3,2, laboratory technician ,2,single,0.0,8770,9,no,15,3,0,2,2,5,0,3,1984, laboratory technician  -  research & development ,no
614,35,no,travel_rarely,528,N/A,8,4,technical degree,2239,3,male,100,3,1, human resources ,3,N/A,4323.0,7108,1,no,17,2,0,2,1,5,1,4,1988,N/A,no
615,42,no,travel_rarely,647, sales ,4,4,marketing,1171,2,male,45,3,2, sales executive ,1,single,5155.0,2253,7,no,13,4,0,3,0,6,1,5,1981, sales executive  -  sales ,no
616,44,yes,N/A,1097,N/A,10,4,N/A,1200,3,male,96,3,1, research scientist ,3,single,2936.0,10826,1,yes,11,3,0,4,3,6,0,2,1979,N/A,no
617,29,no,travel_rarely,942,N/A,15,1,N/A,1202,2,female,69,1,1, research scientist ,4,married,0.0,26933,0,yes,18,1,1,2,2,5,1,3,1994,N/A,no
618,33,no,N/A,147,N/A,2,3,human resources,2240,2,male,99,3,1, human resources ,3,N/A,0.0,8429,1,no,13,4,1,2,3,5,1,4,1990,N/A,no
619,54,no,travel_frequently,966,N/A,1,4,N/A,1245,4,female,53,3,3, manufacturing director ,3,N/A,0.0,9659,7,no,17,1,1,2,1,5,1,4,1969,N/A,no
620,46,no,N/A,168, sales ,4,2,N/A,1280,4,female,33,2,5, manager ,2,married,18789.0,9946,2,N/A,14,3,1,2,3,11,0,8,1977, manager  -  sales ,no
621,30,no,non-travel,0,N/A,9,2,medical,2241,3,female,72,3,2, manufacturing director ,3,single,0.0,12858,7,yes,18,3,0,3,3,8,1,7,1993,N/A,no
622,32,yes,travel_rarely,1089,N/A,7,2,life sciences,1309,4,male,79,3,2, laboratory technician ,3,N/A,4883.0,22845,1,N/A,18,1,1,3,3,10,1,1,1991,N/A,no
623,40,yes,N/A,299,N/A,25,4,N/A,2242,4,male,57,2,3, sales executive ,2,single,0.0,17235,2,yes,12,3,0,2,3,5,1,0,1983,N/A,no
624,34,no,non-travel,999,N/A,26,1,N/A,1374,1,female,92,2,1, research scientist ,3,divorced,2029.0,15891,1,no,20,3,3,2,3,5,0,0,1989,N/A,no
625,39,no,travel_rarely,1498, sales ,21,4,N/A,1390,1,male,44,2,2, sales executive ,4,married,0.0,3567,3,N/A,12,4,2,2,4,5,1,4,1984, sales executive  -  sales ,no
626,37,no,N/A,1439,N/A,4,1,N/A,2243,3,male,54,3,1, research scientist ,3,married,2996.0,5182,7,yes,15,4,0,2,3,6,1,3,1986,N/A,no
627,33,no,N/A,1111, sales ,0,1,life sciences,1395,41,male,61,3,2, sales executive ,4,married,0.0,19293,6,N/A,13,1,0,2,4,5,1,2,1990, sales executive  -  sales ,no
628,39,no,non-travel,1485, research & development ,25,2,N/A,1397,3,male,71,3,3, healthcare representative ,3,N/A,0.0,3449,3,no,21,2,1,2,3,6,0,5,1984, healthcare representative  -  research & development ,no
629,52,no,travel_rarely,258,N/A,8,4,other,1409,3,female,54,3,1, laboratory technician ,1,married,0.0,17363,9,no,13,3,0,2,1,5,0,4,1971,N/A,yes
630,36,no,N/A,1174,N/A,3,4,N/A,1425,1,female,99,3,2, sales executive ,2,single,9278.0,20763,3,yes,16,4,0,3,3,5,0,1,1987,N/A,no
631,36,no,N/A,172,N/A,0,4,life sciences,1435,47,male,0,2,2, laboratory technician ,4,single,0.0,22604,1,N/A,16,3,0,2,2,10,1,8,1987,N/A,no
632,24,no,travel_rarely,0,N/A,4,1,N/A,1445,4,female,42,3,2, sales executive ,3,married,4162.0,15211,1,yes,12,3,2,3,3,5,0,3,1999,N/A,no
633,34,no,travel_rarely,401,N/A,1,3,life sciences,2244,4,female,86,2,1, laboratory technician ,2,N/A,0.0,3708,5,no,17,1,1,2,2,5,0,2,1989,N/A,no
634,28,no,N/A,866, sales ,5,3,N/A,1469,4,male,0,3,2, sales executive ,1,single,0.0,23490,0,N/A,18,4,0,4,3,5,1,3,1995, sales executive  -  sales ,yes
635,33,no,travel_rarely,1099, research & development ,4,4,medical,2245,1,female,82,2,1, laboratory technician ,2,N/A,0.0,8192,8,no,11,4,0,5,3,5,0,2,1990, laboratory technician  -  research & development ,yes
636,47,no,travel_rarely,571,N/A,14,3,medical,1503,3,female,0,3,2, sales executive ,3,married,0.0,24200,3,N/A,17,3,1,4,2,5,1,2,1976,N/A,no
637,40,yes,N/A,676,N/A,9,4,life sciences,1534,4,male,86,3,1, laboratory technician ,1,single,0.0,21831,3,N/A,14,2,0,3,1,5,1,0,1983,N/A,no
638,45,no,travel_rarely,950,N/A,0,3,technical degree,1546,49,male,97,3,1, research scientist ,4,married,0.0,4585,4,no,20,4,1,3,3,5,0,3,1978,N/A,no
639,40,no,travel_rarely,1342,N/A,9,2,N/A,1548,1,male,47,3,2, sales executive ,1,N/A,0.0,19345,0,N/A,12,4,0,5,4,8,7,1,1983,N/A,no
640,29,no,N/A,995,N/A,2,1,life sciences,2246,1,male,87,3,2, healthcare representative ,4,N/A,8853.0,24483,1,N/A,19,4,1,0,4,6,1,3,1994,N/A,no
641,40,no,N/A,118,N/A,14,2,life sciences,1598,4,female,84,3,2, sales executive ,1,married,0.0,11262,1,no,15,3,1,2,3,5,1,2,1983,N/A,no
642,43,no,N/A,990,N/A,27,3,N/A,1599,4,male,87,4,1, laboratory technician ,2,divorced,4876.0,5855,5,N/A,12,3,1,0,0,6,0,2,1980,N/A,no
643,30,no,N/A,241,N/A,7,3,N/A,1609,2,male,48,2,1, research scientist ,2,N/A,2141.0,5348,1,no,12,2,1,3,2,6,1,1,1993,N/A,yes
644,38,no,N/A,0, research & development ,2,2,N/A,1638,4,female,54,2,3, manufacturing director ,3,N/A,7756.0,14199,3,N/A,19,4,1,6,4,5,0,2,1985, manufacturing director  -  research & development ,no
645,37,no,travel_rarely,1470, research & development ,10,3,N/A,1640,2,female,71,3,1, research scientist ,2,married,3936.0,9953,1,N/A,11,1,1,2,1,8,7,7,1986, research scientist  -  research & development ,no
646,39,no,travel_rarely,492,N/A,12,3,medical,2247,4,male,66,3,2, manufacturing director ,2,N/A,0.0,7693,4,no,21,3,0,3,3,5,1,0,1984,N/A,yes
647,36,no,travel_rarely,1040, research & development ,0,2,life sciences,1664,11,male,79,4,2, healthcare representative ,1,divorced,6842.0,26308,6,no,20,1,1,3,3,5,0,4,1987, healthcare representative  -  research & development ,no
648,23,yes,travel_rarely,1320,N/A,8,1,medical,1684,4,male,93,2,1, laboratory technician ,3,single,3989.0,20586,1,N/A,11,1,0,2,3,5,1,2,2000,N/A,yes
649,35,no,N/A,146,N/A,2,4,N/A,1704,1,male,79,2,1, research scientist ,4,N/A,4930.0,13970,0,yes,14,3,0,2,4,5,1,4,1988,N/A,no
650,31,no,travel_frequently,163,N/A,24,1,technical degree,1736,4,female,30,3,2, manufacturing director ,4,single,0.0,6670,2,N/A,20,4,0,3,2,5,1,4,1992,N/A,yes
651,38,no,travel_rarely,1153, research & development ,6,2,other,1782,4,female,40,2,1, laboratory technician ,3,married,3702.0,16376,1,no,11,2,1,3,3,5,0,4,1985, laboratory technician  -  research & development ,no
652,35,no,N/A,185,N/A,23,4,medical,1826,2,male,91,1,1, laboratory technician ,3,married,2705.0,9696,0,N/A,16,2,1,2,4,5,0,3,1988,N/A,no
653,40,no,N/A,750,N/A,12,3,N/A,2248,2,female,47,3,2, healthcare representative ,1,N/A,4448.0,10748,2,N/A,12,2,1,3,3,7,7,7,1983,N/A,yes
654,27,no,travel_frequently,1297, research & development ,0,2,N/A,1850,48,female,0,3,1, laboratory technician ,4,single,2379.0,19826,0,yes,14,3,0,3,2,5,0,2,1996, laboratory technician  -  research & development ,no
655,41,no,N/A,337,N/A,8,3,N/A,1909,3,female,54,3,2, sales executive ,2,N/A,0.0,26841,5,no,21,3,1,3,3,5,1,4,1982,N/A,yes
656,33,no,travel_rarely,217,N/A,0,4,marketing,1924,2,male,43,3,2, sales executive ,3,single,5487.0,10410,1,no,14,2,0,2,2,10,0,9,1990,N/A,no
657,49,no,N/A,1064,N/A,2,1,life sciences,1941,2,male,42,3,5, research director ,4,married,0.0,13738,3,no,15,4,0,3,3,5,4,3,1974,N/A,no
658,36,no,non-travel,1351,N/A,9,4,N/A,1949,1,male,66,4,1, laboratory technician ,2,N/A,2810.0,9238,1,no,22,2,0,3,3,5,0,2,1987,N/A,no
659,41,no,N/A,930,N/A,3,3,life sciences,2249,3,male,57,2,2, sales executive ,2,divorced,8938.0,12227,2,N/A,11,3,1,5,3,5,0,4,1982,N/A,no
660,29,no,N/A,468,N/A,0,4,medical,2250,41,female,73,2,1, research scientist ,1,single,0.0,8489,1,no,14,2,0,3,1,5,0,4,1994,N/A,yes
661,31,no,non-travel,0,N/A,5,3,medical,2251,2,male,74,3,2, manufacturing director ,1,N/A,9936.0,3787,0,no,19,2,0,2,3,9,1,7,1992,N/A,yes
662,36,yes,travel_rarely,1218,N/A,9,4,life sciences,27,3,male,82,2,1, sales representative ,1,single,0.0,6986,7,no,23,2,0,4,0,5,0,3,1987,N/A,no
663,43,no,travel_rarely,1273,N/A,2,2,medical,46,4,female,72,4,1, research scientist ,3,N/A,0.0,21923,1,no,12,4,2,3,2,5,1,4,1980,N/A,no
664,33,no,travel_frequently,1141,N/A,0,3,life sciences,52,18,female,42,4,2, sales executive ,1,married,0.0,3193,2,no,19,1,2,3,3,5,1,3,1990,N/A,no
665,44,no,N/A,1488, sales ,1,5,marketing,68,2,female,75,3,2, sales executive ,1,N/A,5454.0,4009,5,N/A,21,3,1,2,2,4,1,3,1979, sales executive  -  sales ,no
666,38,no,N/A,653,N/A,29,5,life sciences,79,4,female,50,3,2, laboratory technician ,4,single,0.0,5456,1,no,11,4,0,2,3,10,9,9,1985,N/A,no
667,50,no,N/A,989,N/A,7,2,medical,80,2,female,43,2,5, research director ,3,divorced,18740.0,16701,5,N/A,12,4,1,2,2,27,13,8,1973,N/A,no
668,59,no,travel_frequently,1225,N/A,1,1,N/A,91,1,female,57,2,2, sales executive ,3,single,5473.0,24668,7,no,11,4,0,2,2,4,1,3,1964,N/A,no
669,40,no,travel_frequently,530,N/A,1,4,life sciences,119,3,male,78,2,4, healthcare representative ,2,married,13503.0,14115,1,no,22,4,1,3,2,22,11,11,1983,N/A,no
670,54,no,travel_rarely,1217,N/A,2,4,technical degree,126,1,female,60,3,3, research director ,3,N/A,13549.0,24001,9,no,12,1,1,5,1,4,0,3,1969,N/A,no
671,50,no,N/A,0,N/A,0,3,N/A,2252,1,female,73,3,5, research director ,2,N/A,18172.0,9755,3,yes,19,1,0,1,2,8,0,7,1973,N/A,no
672,54,no,non-travel,142,N/A,26,3,N/A,148,4,female,0,4,4, manager ,4,single,0.0,13871,2,N/A,12,3,0,3,3,5,4,4,1969,N/A,yes
673,24,no,N/A,1127,N/A,18,1,life sciences,150,2,male,52,3,1, laboratory technician ,3,married,2774.0,13257,0,no,12,3,1,2,3,5,1,2,1999,N/A,no
674,37,no,travel_rarely,1189,N/A,3,3,life sciences,2253,3,male,87,3,3, sales executive ,4,N/A,0.0,14506,2,no,12,1,0,3,3,5,1,3,1986,N/A,no
675,30,no,travel_rarely,1427,N/A,2,1,N/A,198,2,male,35,2,1, laboratory technician ,4,single,0.0,11162,0,no,13,4,0,3,3,5,1,2,1993,N/A,no
676,34,no,travel_frequently,303,N/A,0,4,N/A,216,10,female,75,3,1, sales representative ,3,N/A,0.0,11314,6,no,18,4,1,3,3,4,1,2,1989,N/A,no
677,57,no,travel_rarely,334, research & development ,24,2,N/A,2254,3,male,83,4,3, healthcare representative ,4,divorced,9439.0,23402,3,N/A,16,2,1,2,1,5,1,4,1966, healthcare representative  -  research & development ,yes
678,38,no,travel_rarely,702,N/A,1,4,life sciences,230,1,female,0,2,2, sales executive ,4,single,0.0,12930,4,N/A,22,3,0,2,4,8,0,7,1985,N/A,no
679,41,yes,travel_rarely,0,N/A,20,2,marketing,2255,2,female,70,3,1, sales representative ,2,N/A,0.0,21728,1,yes,22,4,0,5,2,4,0,2,1982,N/A,no
680,42,no,N/A,926,N/A,21,2,N/A,270,3,female,36,3,2, manufacturing director ,3,divorced,5265.0,16439,2,N/A,16,2,1,5,3,5,0,2,1981,N/A,no
681,34,no,N/A,878,N/A,10,4,N/A,277,4,male,43,3,1, research scientist ,3,divorced,3815.0,5972,1,yes,17,4,1,4,4,5,2,0,1989,N/A,yes
682,30,yes,N/A,334,N/A,26,4,N/A,299,3,female,52,2,2, sales executive ,1,N/A,0.0,22967,5,N/A,15,3,0,5,2,6,0,1,1993,N/A,yes
683,29,yes,travel_rarely,896,N/A,0,1,medical,315,13,male,86,2,1, research scientist ,4,single,2389.0,14961,1,N/A,13,3,0,3,0,4,0,1,1994,N/A,no
684,32,no,N/A,1401,N/A,4,2,N/A,330,3,female,56,3,1, sales representative ,2,married,0.0,20990,2,no,11,1,1,5,3,4,1,2,1991,N/A,no
685,25,no,N/A,675,N/A,5,2,life sciences,369,2,male,85,4,2, healthcare representative ,1,N/A,4000.0,18384,1,no,12,4,2,2,3,6,1,5,1998,N/A,no
686,53,no,N/A,1070,N/A,3,4,N/A,386,3,male,45,3,4, research director ,3,married,17584.0,21016,3,yes,16,4,3,5,2,5,1,3,1970,N/A,no
687,26,no,N/A,496, research & development ,11,2,medical,390,1,male,60,3,2, healthcare representative ,1,married,0.0,22722,1,N/A,13,3,1,3,3,5,3,3,1997, healthcare representative  -  research & development ,no
688,28,no,N/A,1117,N/A,8,2,N/A,2256,4,female,66,3,1, research scientist ,4,N/A,0.0,4488,1,no,21,4,0,3,3,5,0,2,1995,N/A,no
689,28,no,travel_rarely,1476,N/A,16,2,medical,412,2,male,68,4,2, healthcare representative ,1,single,5661.0,4824,0,N/A,19,3,0,2,3,8,0,7,1995,N/A,yes
690,58,no,N/A,390, research & development ,1,4,life sciences,422,4,male,32,1,2, healthcare representative ,3,divorced,0.0,17056,2,yes,13,4,1,2,3,5,1,2,1965, healthcare representative  -  research & development ,no
691,27,no,travel_rarely,1220,N/A,5,3,N/A,434,3,female,85,3,1, research scientist ,2,single,0.0,20938,1,N/A,12,2,0,2,0,4,1,2,1996,N/A,yes
692,54,no,travel_frequently,928,N/A,20,4,life sciences,450,4,female,31,3,2, research scientist ,3,N/A,4869.0,16885,3,N/A,12,4,0,4,2,4,0,3,1969,N/A,no
693,40,no,travel_rarely,1124,N/A,0,2,N/A,2257,45,male,57,1,2, sales executive ,4,married,0.0,13273,2,N/A,22,3,3,2,2,4,0,2,1983,N/A,no
694,29,no,non-travel,746,N/A,2,3,life sciences,469,4,male,61,3,2, sales executive ,3,N/A,4649.0,16928,1,N/A,14,1,1,3,2,4,0,2,1994,N/A,no
695,50,no,travel_rarely,1046,N/A,10,3,N/A,491,4,male,100,2,3, healthcare representative ,4,N/A,10496.0,2755,6,no,15,4,0,2,3,4,1,3,1973,N/A,no
696,24,yes,travel_rarely,1448,N/A,1,1,technical degree,554,1,female,62,3,1, sales representative ,2,single,0.0,21972,1,yes,16,2,0,4,3,5,1,4,1999,N/A,no
697,30,no,N/A,1400, research & development ,0,3,N/A,2258,37,male,53,3,1, laboratory technician ,4,married,0.0,16734,4,N/A,15,3,1,3,1,5,1,4,1993, laboratory technician  -  research & development ,no
698,34,no,N/A,1303,N/A,2,4,N/A,579,4,male,62,2,1, research scientist ,3,N/A,2768.0,8416,3,N/A,12,3,1,3,3,7,5,7,1989,N/A,yes
699,33,yes,travel_rarely,587,N/A,10,1,N/A,2259,1,male,38,1,1, laboratory technician ,4,divorced,3408.0,6705,7,no,13,1,3,2,3,4,1,3,1990,N/A,no
700,36,no,non-travel,635,N/A,0,4,medical,592,2,male,32,3,3, sales executive ,4,single,0.0,15318,1,N/A,14,4,0,3,2,10,9,7,1987,N/A,no
701,41,no,non-travel,267, sales ,10,2,N/A,599,4,male,0,3,2, sales executive ,4,single,0.0,13430,7,no,14,4,0,3,3,14,1,10,1982, sales executive  -  sales ,no
702,39,no,travel_frequently,443,N/A,8,1,N/A,2260,3,female,48,3,1, laboratory technician ,3,married,3755.0,17872,1,no,11,1,1,3,3,8,0,7,1984,N/A,no
703,26,no,travel_rarely,703,N/A,28,2,marketing,641,1,male,66,3,2, sales executive ,2,married,0.0,7428,1,N/A,20,4,2,5,4,5,1,4,1997,N/A,no
704,24,yes,travel_frequently,1287, research & development ,7,3,N/A,2261,1,female,55,3,1, laboratory technician ,3,N/A,0.0,14168,1,N/A,16,4,1,4,3,6,1,2,1999, laboratory technician  -  research & development ,no
705,27,no,N/A,798, research & development ,6,4,N/A,655,1,female,66,2,1, research scientist ,3,divorced,2187.0,5013,0,no,12,3,2,5,2,5,0,3,1996, research scientist  -  research & development ,yes
706,27,yes,travel_rarely,1420,N/A,2,1,marketing,667,3,male,85,3,1, sales representative ,1,divorced,0.0,16346,0,no,11,2,1,3,3,4,0,2,1996,N/A,no
707,50,yes,N/A,562, sales ,8,2,technical degree,2262,2,male,50,3,2, sales executive ,3,married,0.0,23452,3,N/A,14,1,1,4,3,4,1,3,1973, sales executive  -  sales ,no
708,23,no,travel_rarely,650,N/A,0,1,N/A,758,2,male,37,3,1, laboratory technician ,1,N/A,0.0,4344,1,no,14,4,1,2,4,4,0,2,2000,N/A,no
709,39,no,travel_rarely,141,N/A,0,3,N/A,760,3,female,44,4,2, human resources ,2,N/A,0.0,18767,9,N/A,15,3,1,3,1,8,3,6,1984,N/A,no
710,52,no,non-travel,715,N/A,19,4,medical,791,4,male,41,3,1, research scientist ,4,N/A,4258.0,26589,0,no,18,1,1,3,3,4,1,2,1971,N/A,no
711,26,yes,N/A,0,N/A,8,3,N/A,796,4,male,0,2,2, sales executive ,1,single,5326.0,3064,6,no,17,3,0,2,2,4,1,2,1997,N/A,no
712,54,no,N/A,376,N/A,19,4,N/A,799,4,female,0,3,2, manufacturing director ,1,divorced,5485.0,22670,9,yes,11,2,2,4,3,5,1,4,1969,N/A,yes
713,37,no,travel_rarely,571,N/A,10,1,life sciences,2263,4,female,82,3,1, research scientist ,1,divorced,2782.0,19905,0,yes,13,2,2,3,2,5,4,3,1986,N/A,no
714,50,no,travel_rarely,691, research & development ,2,3,N/A,815,3,male,64,3,4, research director ,3,N/A,17639.0,6881,5,N/A,16,4,0,3,3,4,0,3,1973, research director  -  research & development ,no
715,42,no,N/A,932,N/A,1,2,life sciences,827,4,female,43,2,2, manufacturing director ,4,married,6062.0,4051,9,N/A,13,4,1,4,3,4,0,2,1981,N/A,no
716,38,no,travel_frequently,471, research & development ,12,3,N/A,2264,1,male,45,2,2, healthcare representative ,1,N/A,6288.0,4284,2,N/A,15,3,1,3,2,4,1,2,1985, healthcare representative  -  research & development ,no
717,25,no,travel_rarely,180,N/A,2,1,medical,2265,1,male,65,4,1, research scientist ,1,single,3424.0,21632,7,no,13,3,0,3,2,4,0,1,1998,N/A,no
718,32,no,N/A,638,N/A,8,2,N/A,865,3,female,91,4,2, research scientist ,3,married,0.0,22162,5,N/A,12,3,1,3,2,5,1,3,1991,N/A,yes
719,25,no,N/A,141,N/A,3,1,N/A,2266,3,male,98,3,2, sales executive ,1,N/A,4194.0,14363,1,yes,18,4,0,3,3,5,0,3,1998,N/A,no
720,42,no,N/A,1265,N/A,3,3,N/A,894,3,female,95,4,2, laboratory technician ,4,married,0.0,23726,2,yes,13,2,1,1,2,5,1,3,1981,N/A,no
721,33,no,N/A,1075,N/A,3,2,human resources,2267,4,male,57,3,1, human resources ,2,divorced,0.0,22650,3,yes,11,3,1,4,4,4,0,3,1990,N/A,no
722,29,no,travel_rarely,1086,N/A,7,1,medical,2268,1,female,62,2,1, laboratory technician ,4,N/A,2532.0,6054,6,no,14,3,3,5,3,4,0,3,1994,N/A,no
723,38,no,non-travel,152,N/A,10,3,N/A,983,3,female,85,3,2, sales executive ,4,N/A,5666.0,19899,1,yes,13,2,0,1,3,5,1,3,1985,N/A,no
724,45,no,travel_rarely,974, research & development ,1,4,N/A,996,4,female,91,3,1, laboratory technician ,4,divorced,0.0,11005,3,no,14,4,2,2,3,5,0,2,1978, laboratory technician  -  research & development ,no
725,31,no,travel_frequently,853,N/A,1,1,N/A,1011,3,female,0,3,2, manufacturing director ,1,N/A,0.0,11275,1,no,12,3,1,1,3,4,0,3,1992,N/A,no
726,22,no,N/A,217, research & development ,8,1,life sciences,1019,2,male,94,1,1, laboratory technician ,1,N/A,0.0,6881,1,N/A,15,1,1,3,2,4,1,1,2001, laboratory technician  -  research & development ,yes
727,59,no,travel_rarely,715,N/A,2,3,N/A,1032,3,female,69,2,4, manufacturing director ,4,N/A,13726.0,21829,3,N/A,13,1,0,4,3,5,4,3,1964,N/A,no
728,45,no,N/A,1234, sales ,11,2,N/A,1045,4,female,90,3,4, manager ,4,married,0.0,5404,3,no,13,2,1,4,4,9,1,1,1978, manager  -  sales ,no
729,45,no,travel_rarely,788,N/A,24,4,N/A,1049,2,male,36,3,1, human resources ,2,N/A,0.0,8318,1,no,16,1,0,3,3,6,0,4,1978,N/A,yes
